,carat,cut,color,clarity,depth,table,price,x,y,z
31349,0.42,Ideal,F,SI1,61.6,56.0,760,4.81,4.85,2.98
31350,0.27,Ideal,F,IF,61.3,57.0,760,4.16,4.2,2.56
31351,0.27,Ideal,F,IF,61.8,55.0,760,4.14,4.21,2.57
31352,0.27,Ideal,F,IF,61.4,57.0,760,4.17,4.19,2.57
31353,0.27,Ideal,F,IF,63.0,55.0,760,4.13,4.16,2.61
31354,0.41,Good,E,SI1,59.5,62.0,760,4.85,4.87,2.89
31355,0.43,Ideal,F,SI1,62.5,56.0,760,4.82,4.84,3.02
31356,0.43,Ideal,E,SI1,62.6,56.0,760,4.79,4.82,3.01
31357,0.4,Very Good,G,VS1,60.4,57.0,760,4.76,4.77,2.88
31358,0.42,Very Good,H,SI1,58.6,61.0,761,4.92,4.95,2.89
31359,0.33,Ideal,G,VVS2,60.4,57.0,761,4.48,4.52,2.72
31360,0.33,Ideal,F,VVS2,60.9,57.0,761,4.46,4.51,2.73
31361,0.33,Ideal,F,VVS2,61.4,55.0,761,4.48,4.51,2.76
31362,0.33,Ideal,F,VVS2,61.7,55.0,761,4.46,4.49,2.76
31363,0.33,Ideal,F,VVS2,60.7,56.0,761,4.46,4.5,2.72
31364,0.33,Ideal,F,VVS2,61.8,54.0,761,4.47,4.5,2.77
31365,0.36,Ideal,G,VS1,,57.0,761,4.58,4.62,2.79
31366,0.3,Ideal,D,VS1,61.0,57.0,761,4.3,4.33,2.63
31367,0.44,Ideal,F,SI1,61.4,56.0,761,4.89,4.94,3.02
31368,0.42,Ideal,D,SI1,62.1,54.0,761,4.84,4.86,3.01
31369,0.3,Premium,H,VVS1,61.3,58.0,761,4.32,4.3,2.64
31370,0.31,Ideal,H,IF,60.8,57.0,761,4.38,4.4,2.67
31371,0.31,Good,G,VVS1,,62.0,761,4.42,4.47,2.58
31372,0.31,Very Good,G,VVS1,62.8,57.0,761,4.3,4.33,2.71
31373,0.31,Ideal,F,VVS2,61.2,56.0,761,4.37,4.39,2.68
31374,0.31,Premium,H,IF,60.4,58.0,761,4.41,4.43,2.67
31375,0.31,Very Good,G,VVS1,59.8,62.0,761,4.35,4.41,2.62
31376,0.31,Ideal,F,VVS2,62.4,55.0,761,4.33,4.36,2.71
31377,0.37,Ideal,E,VS2,61.0,56.0,762,4.64,4.67,2.84
31378,0.3,Ideal,D,VS2,62.3,53.9,762,4.3,4.32,2.69
31379,0.33,Premium,D,VS2,60.8,60.0,762,4.52,4.46,2.73
31380,0.31,Very Good,E,VVS1,,62.0,763,4.4,4.41,2.64
31381,0.31,Very Good,E,VVS1,61.2,61.0,763,4.33,4.36,2.66
31382,0.35,Very Good,D,VS1,60.9,58.0,763,4.54,4.56,2.77
31383,0.37,Ideal,D,VS2,,54.0,763,,4.66,2.84
31384,0.37,Ideal,D,VS2,62.3,55.0,763,4.59,4.62,2.87
31385,0.41,Ideal,H,SI1,61.5,55.0,763,4.78,4.81,2.95
31386,0.43,Ideal,G,SI1,62.2,54.0,763,4.84,4.88,3.02
31387,0.3,Good,E,VVS1,57.8,60.0,763,4.45,4.48,2.58
31388,0.3,Ideal,E,VVS1,62.5,54.0,763,4.29,4.32,2.69
31389,0.32,Premium,H,IF,61.8,58.0,763,4.35,4.39,2.7
31390,0.38,Very Good,G,VS1,62.0,57.0,764,4.65,4.68,2.89
31391,0.45,Very Good,G,SI2,59.7,61.0,764,4.95,5.0,2.97
31392,0.47,Very Good,J,SI1,62.4,58.0,764,4.94,4.99,3.1
31393,0.36,Ideal,H,VVS1,62.0,54.8,764,4.57,4.59,2.84
31394,0.3,Ideal,G,VVS1,61.8,57.0,764,4.32,4.36,2.68
31395,0.3,Ideal,G,VVS1,62.1,57.0,764,4.27,4.29,2.66
31396,0.3,Ideal,G,VVS1,62.2,57.0,764,4.3,4.32,2.68
31397,0.3,Ideal,G,VVS1,,57.0,764,4.28,4.31,2.64
31398,0.3,Ideal,G,VVS1,62.0,58.0,764,4.27,4.31,2.66
31399,0.3,Ideal,G,VVS1,61.9,57.0,764,4.28,4.31,2.66
31400,0.3,Ideal,G,VVS1,61.7,54.0,764,4.32,4.34,2.67
31401,0.3,Ideal,G,VVS1,61.7,57.0,764,4.31,4.35,2.67
31402,0.3,Ideal,G,VVS1,61.7,57.0,764,4.32,4.34,2.67
31403,0.3,Ideal,G,VVS1,61.8,56.0,764,4.32,4.36,2.68
31404,0.3,Ideal,G,VVS1,61.1,57.0,764,4.32,4.35,2.65
31405,0.3,Ideal,G,VVS1,62.7,54.0,764,4.3,4.34,2.71
31406,0.3,Ideal,G,VVS1,61.4,58.0,764,4.31,4.35,2.66
31407,0.3,Ideal,G,VVS1,62.0,54.0,764,4.35,4.36,2.7
31408,0.3,Ideal,G,VVS1,62.3,54.0,764,4.32,4.35,2.7
31409,0.3,Ideal,G,VVS1,62.0,58.0,764,4.28,4.3,2.66
31410,0.3,Ideal,G,VVS1,,57.0,764,4.32,4.35,2.66
31411,0.3,Ideal,G,VVS1,62.2,57.0,764,4.28,4.3,2.67
31412,0.3,Ideal,G,VVS1,61.6,58.0,764,4.31,4.32,2.66
31413,0.3,Ideal,G,VVS1,61.9,54.0,764,4.33,4.36,2.69
31414,0.3,Ideal,G,VVS1,61.5,55.0,764,4.33,4.35,2.67
31415,0.4,Ideal,H,VS2,61.8,54.5,764,4.74,4.77,2.94
31416,0.34,Ideal,F,VS1,61.1,55.0,764,4.53,4.57,2.78
31417,0.34,Ideal,F,VS1,61.7,55.0,764,4.51,4.53,2.79
31418,0.4,Ideal,F,SI2,61.5,56.0,764,4.75,4.78,2.93
31419,0.41,Ideal,F,SI1,61.2,58.0,764,4.76,4.81,2.93
31420,0.3,Ideal,H,IF,61.2,55.0,764,4.36,4.37,2.67
31421,0.3,Ideal,H,IF,61.5,58.0,764,4.28,4.3,2.64
31422,0.3,Ideal,H,IF,60.8,56.0,764,4.36,4.39,2.66
31423,0.3,Ideal,H,IF,62.2,54.0,764,4.34,4.37,2.71
31424,0.3,Ideal,H,IF,61.8,57.0,764,4.31,4.36,2.68
31425,0.3,Ideal,H,IF,62.5,56.0,764,4.31,4.33,2.7
31426,0.3,Ideal,H,IF,62.3,54.0,764,4.34,4.36,2.71
31427,0.3,Ideal,H,IF,61.5,56.0,764,4.32,4.33,2.66
31428,0.3,Ideal,H,IF,,56.0,764,,,2.67
31429,0.3,Ideal,H,IF,61.6,57.0,764,4.31,4.33,2.66
31430,0.3,Ideal,H,IF,62.1,57.0,764,4.29,4.31,2.67
31431,0.3,Ideal,H,IF,62.0,57.0,764,4.26,4.29,2.65
31432,0.3,Ideal,H,IF,62.0,55.0,764,4.33,4.35,2.69
31433,0.3,Ideal,H,IF,61.3,58.0,764,4.3,4.31,2.64
31434,0.33,Good,F,VVS1,63.3,57.0,764,4.38,4.44,2.79
31435,0.43,Very Good,E,SI2,59.0,60.0,765,4.9,4.96,2.91
31436,0.33,Ideal,F,VS1,62.8,55.0,765,4.41,4.45,2.78
31437,0.4,Ideal,J,VS2,,57.0,765,4.75,4.7,2.97
31438,0.3,Ideal,I,VVS2,63.0,57.0,765,4.27,4.24,2.68
31439,0.34,Ideal,G,VS2,62.1,57.0,765,4.5,4.46,2.78
31440,0.34,Premium,G,VS2,60.3,54.0,765,4.56,4.53,2.74
31441,0.4,Good,J,VS2,64.0,57.0,765,4.7,4.67,3.0
31442,0.4,Very Good,I,SI1,63.2,54.0,765,4.69,4.67,2.96
31443,0.4,Ideal,I,SI1,61.6,56.0,765,4.74,4.68,2.9
31444,0.4,Premium,I,SI1,59.8,57.0,765,4.83,4.8,2.88
31445,0.4,Very Good,G,SI2,63.4,59.0,765,4.66,4.64,2.95
31446,0.34,Ideal,G,VS2,61.8,56.0,765,4.52,4.48,2.78
31447,0.34,Ideal,G,VS2,61.1,55.0,765,4.55,4.52,2.77
31448,0.34,Ideal,G,VS2,61.5,55.0,765,4.5,4.47,2.76
31449,0.34,Ideal,G,VS2,62.7,55.0,765,4.49,4.48,2.81
31450,0.34,Premium,E,SI1,59.3,58.0,765,4.59,4.55,2.71
31451,0.34,Premium,E,SI1,59.6,57.0,765,4.61,4.52,2.72
31452,0.34,Good,E,SI1,63.9,56.0,765,4.48,4.44,2.85
31453,0.34,Ideal,E,SI1,60.7,56.0,765,4.55,4.51,2.75
31454,0.4,Premium,J,VS2,,62.0,765,,4.73,2.89
31455,0.4,Premium,J,VS2,62.5,60.0,765,4.71,4.67,2.93
31456,0.4,Good,I,SI1,63.9,57.0,765,4.7,4.66,2.99
31457,0.4,Very Good,I,SI1,63.2,55.0,765,4.72,4.68,2.97
31458,0.4,Very Good,G,SI2,63.1,59.0,765,4.7,4.65,2.95
31459,0.4,Premium,G,SI2,61.9,61.0,765,4.74,4.69,2.92
31460,0.4,Very Good,G,SI2,63.2,56.0,765,4.73,4.7,2.98
31461,0.34,Very Good,I,VVS2,63.1,56.0,765,4.47,4.43,2.81
31462,0.34,Premium,I,VVS2,61.5,60.0,765,4.49,4.45,2.75
31463,0.34,Premium,I,VVS2,61.3,57.0,765,4.52,4.49,2.76
31464,0.34,Premium,H,VS1,,59.0,765,,,2.78
31465,0.34,Premium,H,VS1,,59.0,765,4.53,4.5,2.77
31466,0.34,Premium,H,VS1,62.1,58.0,765,4.49,4.46,2.78
31467,0.34,Ideal,H,VS1,62.1,57.0,765,4.51,4.48,2.79
31468,0.34,Ideal,H,VS1,62.7,55.0,765,4.51,4.48,2.82
31469,0.34,Premium,H,VS1,60.8,59.0,765,4.53,4.48,2.74
31470,0.34,Premium,H,VS1,61.3,56.0,765,4.53,4.48,2.76
31471,0.34,Ideal,H,VS1,62.5,57.0,765,4.46,4.43,2.78
31472,0.34,Premium,H,VS1,62.2,58.0,765,4.48,4.43,2.77
31473,0.34,Ideal,H,VS1,62.3,55.0,765,4.48,4.45,2.78
31474,0.34,Ideal,H,VS1,62.7,57.0,765,4.48,4.45,2.8
31475,0.34,Premium,H,VS1,60.6,60.0,765,4.49,4.45,2.71
31476,0.34,Very Good,H,VS1,63.1,57.0,765,4.44,4.4,2.79
31477,0.34,Premium,G,VS2,60.2,58.0,765,4.55,4.52,2.73
31478,0.34,Premium,G,VS2,60.3,59.0,765,4.53,4.49,2.72
31479,0.34,Ideal,G,VS2,61.9,55.0,765,4.53,4.49,2.79
31480,0.34,Premium,G,VS2,61.1,60.0,765,4.53,4.51,2.76
31481,0.34,Premium,G,VS2,61.3,58.0,765,4.53,4.51,2.77
31482,0.34,Premium,G,VS2,60.2,58.0,765,4.56,4.51,2.73
31483,0.34,Ideal,G,VS2,,57.0,765,4.5,4.48,2.74
31484,0.34,Ideal,G,VS2,61.4,57.0,765,4.51,4.48,2.76
31485,0.34,Ideal,G,VS2,61.7,56.0,765,4.53,4.48,2.78
31486,0.34,Ideal,G,VS2,61.3,55.0,765,4.51,4.49,2.76
31487,0.34,Premium,G,VS2,60.3,58.0,765,4.53,4.49,2.72
31488,0.34,Premium,G,VS2,,58.0,765,4.5,4.47,2.77
31489,0.34,Ideal,G,VS2,62.0,54.0,765,4.5,4.47,2.78
31490,0.34,Ideal,G,VS2,62.0,56.0,765,4.5,4.47,2.78
31491,0.34,Ideal,G,VS2,62.2,55.0,765,4.5,4.47,2.79
31492,0.34,Ideal,G,VS2,61.5,57.0,765,4.51,4.47,2.76
31493,0.34,Ideal,G,VS2,62.1,55.0,765,4.49,4.46,2.78
31494,0.34,Premium,G,VS2,61.2,58.0,765,4.5,4.46,2.74
31495,0.34,Ideal,G,VS2,62.5,57.0,765,4.5,4.46,2.8
31496,0.34,Ideal,G,VS2,62.2,53.0,765,4.51,4.46,2.79
31497,0.34,Premium,G,VS2,61.6,60.0,765,4.49,4.47,2.76
31498,0.34,Ideal,G,VS2,61.5,56.0,765,4.5,4.47,2.76
31499,0.34,Premium,G,VS2,61.6,58.0,765,4.51,4.45,2.76
31500,0.34,Ideal,G,VS2,62.9,55.0,765,4.52,4.45,2.82
31501,0.34,Ideal,G,VS2,62.0,55.0,765,4.48,4.46,2.77
31502,0.34,Premium,G,VS2,61.0,58.0,765,4.49,4.46,2.73
31503,0.34,Premium,G,VS2,62.0,59.0,765,4.47,4.43,2.76
31504,0.34,Very Good,G,VS2,63.1,57.0,765,4.47,4.43,2.81
31505,0.34,Premium,G,VS2,61.2,59.0,765,4.49,4.43,2.73
31506,0.34,Ideal,G,VS2,62.2,57.0,765,4.47,4.44,2.77
31507,0.34,Premium,G,VS2,61.2,62.0,765,4.48,4.44,2.73
31508,0.34,Premium,E,SI1,59.0,60.0,765,4.62,4.56,2.71
31509,0.34,Ideal,E,SI1,61.7,56.0,765,4.52,4.49,2.78
31510,0.34,Ideal,E,SI1,61.4,54.0,765,4.53,4.5,2.77
31511,0.34,Premium,E,SI1,60.3,57.0,765,4.56,4.53,2.74
31512,0.34,Ideal,E,SI1,62.3,57.0,765,4.51,4.48,2.8
31513,0.34,Ideal,E,SI1,61.4,55.0,765,4.54,4.48,2.77
31514,0.34,Premium,E,SI1,60.7,60.0,765,4.51,4.48,2.73
31515,0.34,Ideal,E,SI1,60.7,57.0,765,4.51,4.48,2.73
31516,0.34,Ideal,E,SI1,61.0,57.0,765,4.51,4.48,2.74
31517,0.34,Ideal,E,SI1,62.9,55.0,765,4.5,4.47,2.82
31518,0.34,Ideal,E,SI1,62.1,55.0,765,4.51,4.47,2.79
31519,0.34,Very Good,E,SI1,63.2,55.0,765,4.49,4.46,2.83
31520,0.34,Premium,E,SI1,61.8,58.0,765,4.5,4.47,2.77
31521,0.34,Very Good,E,SI1,63.3,56.0,765,4.44,4.41,2.8
31522,0.34,Ideal,E,SI1,63.0,55.0,765,4.47,4.42,2.8
31523,0.34,Premium,E,SI1,61.9,59.0,765,4.48,4.44,2.76
31524,0.34,Ideal,E,SI1,61.8,56.0,765,4.48,4.45,2.76
31525,0.34,Ideal,E,SI1,62.9,56.0,765,4.48,4.45,2.81
31526,0.34,Ideal,E,SI1,62.2,55.0,765,4.49,4.45,2.78
31527,0.34,Ideal,E,SI1,62.7,55.0,765,4.47,4.46,2.8
31528,0.34,Ideal,E,SI1,62.0,57.0,765,4.48,4.46,2.77
31529,0.34,Premium,G,VS2,62.4,59.0,765,4.47,4.41,2.77
31530,0.31,Very Good,E,VVS2,61.1,55.0,766,4.39,4.41,2.69
31531,0.31,Ideal,E,VVS2,61.4,56.0,766,4.36,4.4,2.69
31532,0.31,Ideal,E,VVS2,61.7,56.0,766,4.37,4.38,2.7
31533,0.3,Ideal,E,VVS2,61.9,59.0,766,4.27,4.3,2.65
31534,0.3,Ideal,E,VVS2,62.2,57.0,766,4.28,4.31,2.67
31535,0.3,Ideal,E,VVS2,61.5,58.0,766,4.29,4.3,2.64
31536,0.3,Ideal,E,VVS2,61.9,55.0,766,4.3,4.33,2.67
31537,0.3,Ideal,E,VVS2,61.9,58.0,766,4.28,4.32,2.66
31538,0.3,Ideal,E,VVS2,61.9,58.0,766,4.27,4.29,2.65
31539,0.3,Ideal,E,VVS2,62.3,57.0,766,4.29,4.31,2.68
31540,0.3,Ideal,E,VVS2,61.6,58.0,766,4.28,4.33,2.65
31541,0.3,Ideal,E,VVS2,62.1,57.0,766,4.27,4.3,2.66
31542,0.3,Ideal,E,VVS2,62.3,56.0,766,4.28,4.32,2.68
31543,0.3,Ideal,E,VVS2,62.3,57.0,766,4.29,4.32,2.68
31544,0.3,Ideal,E,VVS2,61.6,56.0,766,4.32,4.35,2.67
31545,0.3,Ideal,E,VVS2,62.3,56.0,766,4.3,4.34,2.69
31546,0.31,Ideal,D,VS1,60.5,57.0,766,4.4,4.43,2.67
31547,0.31,Ideal,D,VS1,,55.0,766,,4.4,2.7
31548,0.38,Ideal,F,SI1,61.7,56.0,766,4.68,4.72,2.9
31549,0.31,Ideal,F,IF,59.7,60.0,766,4.4,4.44,2.64
31550,0.38,Ideal,I,VVS2,62.6,54.0,766,4.62,4.65,2.9
31551,0.38,Ideal,G,VS2,62.2,56.0,766,4.62,4.64,2.88
31552,0.38,Very Good,G,VS2,60.4,57.0,766,4.67,4.7,2.83
31553,0.38,Very Good,G,VS2,59.9,58.0,766,4.72,4.77,2.84
31554,0.38,Very Good,G,VS2,60.1,61.0,766,4.63,4.66,2.79
31555,0.38,Premium,H,VS1,61.6,58.0,766,4.65,4.7,2.88
31556,0.38,Very Good,G,VS2,60.8,61.0,766,4.65,4.66,2.83
31557,0.38,Very Good,G,VS2,59.2,60.0,766,4.7,4.73,2.79
31558,0.38,Premium,G,VS2,59.3,59.0,766,4.71,4.74,2.8
31559,0.31,Ideal,D,VVS2,61.6,56.0,766,4.34,4.38,2.69
31560,0.31,Ideal,D,VVS2,62.4,56.0,766,4.34,4.38,2.72
31561,0.31,Ideal,D,VVS2,62.0,56.0,766,4.34,4.37,2.7
31562,0.31,Ideal,D,VVS2,61.9,56.0,766,4.37,4.39,2.71
31563,0.31,Premium,F,VVS1,59.4,58.0,766,4.41,4.45,2.63
31564,0.31,Ideal,D,VVS2,61.9,57.0,766,4.31,4.35,2.68
31565,0.36,Premium,F,VVS2,62.7,58.0,766,4.51,4.55,2.84
31566,0.39,Very Good,J,VVS1,57.8,59.0,767,4.85,4.9,2.82
31567,0.31,Very Good,F,VVS1,60.7,58.0,767,4.36,4.4,2.66
31568,0.31,Ideal,E,VVS2,61.9,54.0,767,4.38,4.41,2.72
31569,0.31,Ideal,E,VVS2,60.8,56.0,767,4.39,4.42,2.68
31570,0.4,Ideal,F,VS2,62.3,54.0,767,4.74,4.77,2.96
31571,0.36,Ideal,E,VS1,60.8,55.0,767,4.58,4.63,2.8
31572,0.35,Ideal,E,VS2,62.1,56.0,767,4.52,4.53,2.81
31573,0.35,Ideal,E,VS2,61.7,55.0,767,4.54,4.57,2.81
31574,0.35,Ideal,E,VS2,62.0,57.0,767,4.51,4.55,2.81
31575,0.35,Ideal,E,VS2,61.6,56.0,767,4.52,4.54,2.79
31576,0.35,Premium,E,VS2,61.6,58.0,767,4.52,4.57,2.8
31577,0.35,Ideal,E,VS2,,55.0,767,,4.54,2.78
31578,0.35,Ideal,E,VS2,61.7,56.0,767,4.52,4.56,2.8
31579,0.35,Very Good,E,VS2,62.1,59.0,767,4.46,4.49,2.78
31580,0.35,Ideal,E,VS2,62.5,55.0,767,4.5,4.52,2.82
31581,0.35,Ideal,E,VS2,,55.0,767,4.52,4.54,2.81
31582,0.35,Premium,E,VS2,59.2,58.0,767,4.59,4.63,2.73
31583,0.35,Ideal,E,VS2,62.2,56.0,767,4.51,4.53,2.81
31584,0.35,Premium,E,VS2,60.4,60.0,767,4.52,4.55,2.74
31585,0.35,Very Good,E,VS2,58.9,59.0,767,4.59,4.64,2.72
31586,0.3,Ideal,J,SI1,62.3,57.0,367,4.27,4.3,2.67
31587,0.2,Premium,E,VS2,59.8,62.0,367,3.79,3.77,2.26
31588,0.2,Premium,E,VS2,59.0,60.0,367,3.81,3.78,2.24
31589,0.2,Premium,E,VS2,61.1,59.0,367,3.81,3.78,2.32
31590,0.2,Premium,E,VS2,59.7,62.0,367,3.84,3.8,2.28
31591,0.2,Ideal,E,VS2,59.7,55.0,367,3.86,3.84,2.3
31592,0.2,Premium,F,VS2,62.6,59.0,367,3.73,3.71,2.33
31593,0.2,Ideal,D,VS2,61.5,57.0,367,3.81,3.77,2.33
31594,0.2,Very Good,E,VS2,63.4,59.0,367,3.74,3.71,2.36
31595,0.2,Ideal,E,VS2,62.2,57.0,367,3.76,3.73,2.33
31596,0.2,Premium,D,VS2,,60.0,367,3.73,3.68,2.31
31597,0.2,Premium,D,VS2,61.7,60.0,367,3.77,3.72,2.31
31598,0.25,Ideal,H,VS2,61.0,55.0,367,4.09,4.11,2.5
31599,0.3,Premium,J,VS2,62.2,58.0,368,4.28,4.3,2.67
31600,0.3,Good,H,SI2,63.9,56.0,368,4.24,4.27,2.72
31601,0.3,Very Good,J,VS2,61.6,61.0,368,4.28,4.33,2.65
31602,0.3,Good,J,VS2,,57.0,368,4.22,4.26,2.69
31603,0.3,Premium,J,VS2,60.6,59.0,368,4.34,4.38,2.64
31604,0.3,Premium,H,SI2,60.9,59.0,368,4.32,4.35,2.64
31605,0.23,Very Good,G,VS2,62.8,53.0,369,3.91,3.93,2.46
31606,0.23,Very Good,H,IF,63.9,55.0,369,3.89,3.9,2.49
31607,0.23,Fair,G,VVS2,61.4,66.0,369,3.87,3.91,2.39
31608,0.24,Very Good,F,SI1,61.6,57.0,370,4.02,4.05,2.48
31609,0.26,Ideal,I,VS2,61.8,55.0,371,4.12,4.17,2.56
31610,0.32,Ideal,I,SI2,61.7,55.0,371,4.39,4.42,2.72
31611,0.27,Fair,E,VS1,66.4,58.0,371,3.99,4.02,2.66
31612,0.31,Ideal,I,SI2,62.0,54.1,372,4.32,4.35,2.69
31613,0.24,Very Good,D,VS2,61.4,60.0,373,3.98,4.0,2.45
31614,0.23,Very Good,E,VS2,62.5,59.0,373,3.91,3.96,2.46
31615,0.24,Very Good,F,VS1,62.5,55.0,373,3.94,3.97,2.47
31616,0.32,Ideal,I,SI1,61.2,56.0,450,4.4,4.44,2.7
31617,0.32,Ideal,I,SI1,60.5,58.0,450,4.43,4.49,2.7
31618,0.3,Ideal,H,SI1,61.9,57.0,450,4.3,4.32,2.67
31619,0.3,Ideal,H,SI1,62.4,55.0,450,4.3,4.32,2.69
31620,0.3,Ideal,H,SI1,62.2,57.0,450,4.26,4.29,2.66
31621,0.3,Ideal,H,SI1,61.3,58.0,450,4.3,4.34,2.65
31622,0.3,Ideal,H,SI1,62.2,57.0,450,4.27,4.28,2.66
31623,0.3,Ideal,H,SI1,62.2,57.0,450,4.26,4.29,2.66
31624,0.3,Ideal,H,SI1,62.2,57.0,450,4.27,4.31,2.67
31625,0.3,Ideal,H,SI1,62.2,57.0,450,4.27,4.28,2.66
31626,0.3,Ideal,H,SI1,61.6,54.0,450,4.33,4.37,2.68
31627,0.3,Ideal,H,SI1,60.9,58.0,450,4.31,4.33,2.63
31628,0.3,Ideal,H,SI1,62.1,55.0,450,4.3,4.33,2.68
31629,0.3,Ideal,H,SI1,62.0,56.0,450,4.29,4.32,2.67
31630,0.3,Ideal,H,SI1,62.1,56.0,450,4.29,4.31,2.67
31631,0.3,Very Good,I,SI2,63.3,56.0,450,4.3,4.26,2.71
31632,0.3,Premium,J,SI1,62.7,59.0,450,4.27,4.21,2.66
31633,0.3,Very Good,J,SI1,63.4,54.0,450,4.29,4.23,2.7
31634,0.3,Good,J,SI1,63.8,56.0,450,4.26,4.23,2.71
31635,0.33,Premium,J,VS2,59.6,61.0,450,4.53,4.49,2.69
31636,0.25,Very Good,H,VVS1,60.1,62.0,450,4.08,4.11,2.46
31637,0.25,Ideal,H,VVS1,62.5,56.0,450,4.03,4.06,2.53
31638,0.25,Premium,H,VVS1,,59.0,450,,,2.44
31639,0.25,Very Good,G,VVS1,63.7,54.0,451,3.98,4.03,2.55
31640,0.27,Ideal,H,VS2,61.7,56.0,451,4.13,4.17,2.56
31641,0.33,Ideal,J,VS1,61.6,54.0,451,4.5,4.52,2.78
31642,0.39,Ideal,J,SI2,62.6,54.0,451,4.64,4.69,2.92
31643,0.37,Ideal,J,SI1,62.2,53.0,451,4.63,4.67,2.89
31644,0.28,Very Good,E,VS1,59.0,60.0,452,4.26,4.32,2.53
31645,0.28,Very Good,E,VS1,61.4,60.0,452,4.16,4.24,2.58
31646,0.35,Ideal,E,VS2,61.5,55.0,767,4.52,4.56,2.79
31647,0.35,Premium,F,VS1,60.7,58.0,767,4.54,4.58,2.77
31648,0.35,Premium,E,VS2,60.7,60.0,767,4.55,4.58,2.77
31649,0.35,Premium,E,VS2,60.9,59.0,767,4.54,4.56,2.77
31650,0.35,Premium,E,VS2,59.5,58.0,767,4.59,4.62,2.74
31651,0.35,Ideal,E,VS2,62.4,57.0,767,4.52,4.55,2.83
31652,0.32,Ideal,E,VS2,61.8,54.0,768,4.43,4.4,2.73
31653,0.32,Ideal,E,VS2,61.4,56.0,768,4.45,4.41,2.72
31654,0.38,Ideal,I,VVS2,62.0,54.5,768,4.66,4.69,2.9
31655,0.37,Ideal,I,VVS1,60.6,57.0,768,4.63,4.66,2.81
31656,0.38,Ideal,G,VS2,61.5,54.4,768,4.65,4.7,2.88
31657,0.38,Ideal,G,VS2,62.1,54.5,768,4.64,4.69,2.9
31658,0.37,Ideal,E,VS2,60.1,59.0,768,4.64,4.68,2.8
31659,0.38,Ideal,H,VS1,62.2,53.7,768,4.63,4.68,2.9
31660,0.33,Ideal,E,VS1,61.7,54.0,768,4.45,4.47,2.75
31661,0.26,Ideal,F,IF,60.9,55.0,768,4.15,4.23,2.55
31662,0.32,Premium,E,VS2,61.6,59.0,768,4.43,4.4,2.72
31663,0.32,Ideal,E,VS2,62.1,55.0,768,4.43,4.4,2.74
31664,0.41,Very Good,F,SI1,61.9,55.0,769,4.78,4.81,2.97
31665,0.4,Premium,F,SI1,61.7,59.0,769,4.75,4.72,2.92
31666,0.32,Ideal,E,VS2,60.8,57.0,769,4.39,4.42,2.68
31667,0.26,Very Good,E,VVS2,63.1,59.0,769,4.08,4.04,2.56
31668,0.26,Ideal,F,VVS1,62.4,56.0,769,4.11,4.1,2.56
31669,0.26,Ideal,F,VVS2,61.6,57.0,769,4.1,4.08,2.52
31670,0.26,Ideal,F,VVS2,,56.0,769,4.12,4.1,2.57
31671,0.26,Ideal,F,VVS1,61.6,57.0,769,4.1,4.08,2.52
31672,0.26,Ideal,E,VVS1,62.0,56.0,769,4.13,4.09,2.55
31673,0.26,Premium,E,VVS1,61.7,59.0,769,4.14,4.1,2.54
31674,0.26,Premium,E,VVS1,61.8,58.0,769,4.14,4.11,2.55
31675,0.26,Ideal,E,VVS2,62.3,57.0,769,4.09,4.06,2.54
31676,0.26,Ideal,E,VVS2,61.5,56.0,769,4.11,4.08,2.52
31677,0.26,Ideal,E,VVS2,62.0,56.0,769,4.13,4.1,2.55
31678,0.26,Ideal,E,VVS2,62.2,56.0,769,4.15,4.12,2.57
31679,0.26,Ideal,E,VVS1,61.7,57.0,769,4.1,4.07,2.52
31680,0.26,Premium,E,VVS1,,58.0,769,,4.06,2.56
31681,0.26,Premium,E,VVS1,62.3,60.0,769,4.09,4.07,2.54
31682,0.26,Ideal,D,VVS2,62.5,56.0,769,4.11,4.08,2.56
31683,0.26,Ideal,D,VVS2,61.4,56.0,769,4.15,4.12,2.54
31684,0.33,Very Good,E,VVS1,63.2,53.0,770,4.42,4.47,2.81
31685,0.4,Very Good,H,VS1,61.8,53.0,770,4.76,4.78,2.95
31686,0.4,Very Good,E,VS2,59.4,58.0,770,4.78,4.82,2.85
31687,0.4,Ideal,I,VVS2,61.6,56.0,770,4.75,4.76,2.93
31688,0.4,Ideal,I,VS2,61.7,57.0,770,4.73,4.77,2.93
31689,0.4,Ideal,H,SI1,61.7,56.0,770,4.72,4.77,2.93
31690,0.36,Premium,F,SI1,60.3,58.0,770,4.65,4.6,2.79
31691,0.36,Ideal,F,SI1,60.1,56.0,770,4.67,4.62,2.79
31692,0.36,Ideal,F,SI1,61.5,57.0,770,4.59,4.55,2.81
31693,0.38,Premium,F,SI2,61.0,61.0,770,4.67,4.61,2.83
31694,0.36,Ideal,F,SI1,61.5,56.0,770,4.62,4.59,2.83
31695,0.36,Premium,F,SI1,61.5,58.0,770,4.6,4.54,2.81
31696,0.36,Premium,F,SI1,61.6,60.0,770,4.61,4.54,2.82
31697,0.36,Premium,F,SI1,61.1,59.0,770,4.59,4.55,2.79
31698,0.36,Premium,F,SI1,61.1,59.0,770,4.62,4.58,2.81
31699,0.36,Premium,F,SI1,61.9,59.0,770,4.54,4.51,2.8
31700,0.36,Ideal,F,SI1,62.0,56.0,770,4.59,4.54,2.83
